x,y,u_pred,v_pred,Z0,t
0.3057852,0.450001,0.026561722,-0.012758257,0.2039358,0.5023474
0.38429734,0.42857245,0.001967989,-0.014302662,0.076067924,0.9953052
0.41322288,0.5142856,0.0049959496,-0.013603872,0.20803496,0.52582157
0.38429743,0.7214288,0.004435841,-0.014471481,0.20448294,0.38497654
0.31404963,0.60000056,0.021723436,-0.017799472,0.107297316,0.5915493
0.70247924,0.6500004,0.022685062,-0.026309753,-0.03523423,0.4460094
0.46280977,0.5571431,0.0072431415,0.0013015717,-0.016279161,0.48356807
0.30991727,0.3285714,-0.05647138,-0.016602425,0.1733512,0.22065727
0.40082648,0.37857157,0.01737257,-0.0048451517,0.22903632,0.52112675
0.59504145,0.40000048,0.01816515,-0.021023994,-0.021519385,0.7370892
0.2727272,0.15000057,0.033443473,-0.0057351384,-0.12755908,0.7089202
0.40495867,0.5714286,0.020216683,-0.013607925,0.13568261,0.57276994
0.6115701,0.57142824,0.02403446,-0.01817275,0.06327315,0.7276995
0.7066112,0.47857195,0.014102379,-0.015812283,-0.08575554,0.69953054
0.5785122,0.5642858,0.026026584,-0.016686315,0.17065874,0.7183099
0.8884298,0.42857143,-0.0024316795,0.006613657,-0.07835773,0.9483568
0.0,0.6642862,-0.04722509,-0.07882869,-0.065126985,0.13615024
0.7066114,0.25714335,0.0100701675,0.0066450723,-0.063909575,0.46948355
0.7066112,0.47857195,-0.021023374,0.009350697,-0.0067682266,0.38497654
0.2727272,0.15000057,0.012816044,-0.020781977,-0.13662453,0.8403756
0.2727272,0.15000057,0.032378174,-0.006992923,-0.135072,0.74647886
0.40495867,0.5714286,0.021057451,-0.011319181,0.07906755,0.7089202
0.16942155,0.47857162,0.017529856,-0.031855047,-0.15364268,0.07042254
0.14876023,0.5428573,-0.08948046,-0.065034196,-0.072236374,0.02347418
0.46280968,0.53571385,0.021060767,-0.0035212804,0.17319535,0.52112675
0.07437987,0.38571465,-0.022576306,-0.021596132,0.16083297,0.061032865
0.30165294,0.44285792,-0.032635275,-0.016790463,0.07759927,0.3051643
0.29752058,0.41428596,-0.025783706,-0.03463269,0.19165474,0.14553991
0.5785122,0.5642858,-0.01686119,0.001706684,0.2024105,0.3004695
0.7272726,0.16428535,0.0020583943,-0.01258119,0.08241698,0.11737089
0.50000006,0.3714285,-0.016780853,-0.0017726589,0.23361704,0.29107982
0.6570246,0.42142904,-0.027244303,0.010759683,-0.087149665,0.23943663
0.590909,0.6428577,0.0026232265,-0.02170465,0.05702758,0.342723
0.8884298,0.42857143,0.012979612,-0.0051926095,-0.1385603,0.7934272
0.3057852,0.450001,-0.0390932,-0.01764015,0.1685519,0.22065727
0.4586778,0.257143,0.019832196,-0.046898507,-0.036617827,0.57276994
0.46280986,0.34285754,-0.020429894,-0.017367853,0.047284022,0.15492958
0.97520673,0.8999996,0.02343092,-0.01855384,0.015286146,0.69483566
0.29752058,0.41428596,0.029427636,-0.01466346,0.23476909,0.59624416
0.14876023,0.5428573,0.029841576,-0.012962984,0.10203534,0.57746476
0.6239668,0.4357152,0.0278983,-0.021163119,0.0038648061,0.5399061
0.30165294,0.44285792,0.01552327,-0.029359585,-0.046562593,0.8544601
0.39669403,1.0,0.04453484,-0.025649404,0.10584618,0.8262911
0.41735524,0.4928571,-0.023732748,-0.0042412523,-0.062054466,0.04225352
0.19123036,0.4956354,0.010225963,-0.025950214,0.07369686,0.97183096
0.5991733,0.4428576,0.022957824,-0.015998242,0.09439595,0.58685446
0.8264462,0.5928571,0.025620831,-0.017237974,-0.053809997,0.75586855
0.45454535,0.42857143,-0.025834914,-0.0067446027,0.21006384,0.33333334
0.19123036,0.4956354,-0.044513706,-0.024700837,0.19360755,0.23474178
0.6652892,0.357143,0.008013412,-0.02633114,-0.11392717,0.8826291
0.46280968,0.53571385,0.025341684,-0.012494409,0.10450338,0.7276995
0.19008258,0.5214287,-0.06605609,-0.057601497,0.16826075,0.15962441
0.65289235,0.7285712,-0.012448821,0.005794391,0.1462576,0.3568075
0.8264462,0.5928571,-0.023762729,0.006183287,0.07726284,0.31924883
0.6239668,0.4357152,0.015129013,-0.016208896,0.015299153,0.38967136
0.19123036,0.4956354,-0.028326329,-0.022554064,0.23212309,0.33333334
0.58264464,0.58571404,0.02197684,-0.017182106,0.087799355,0.8028169
0.7438015,0.4785723,0.01548502,-0.023886366,-0.113928154,0.6103286
0.32231376,0.6071433,0.034610767,-0.019815939,-0.008731969,0.52112675
0.3677686,0.3928574,-0.019566018,-0.020680642,0.08958152,0.27230048
0.41735524,0.4928571,0.008353684,-0.01136866,0.034753423,0.46478873
0.6652892,0.357143,-0.0012679659,0.006615052,0.058786206,0.065727696
0.7438015,0.4785723,0.015314093,-0.022629132,-0.10335456,0.5539906
0.6239668,0.4357152,0.015348753,-0.019936154,0.010885315,0.37089202
0.19008258,0.5214287,0.031693205,-0.020034568,0.18905216,0.7699531
0.59504145,0.40000048,0.0075245686,-0.016494995,0.06494784,0.40375587
0.5289253,0.4928571,-0.012141496,-0.019680882,0.21444727,0.29107982
0.5950412,0.31428593,0.021695908,-0.022393728,-0.09147921,0.8028169
0.53305775,0.5571431,-0.020311732,0.003944421,-0.057140026,0.3802817
0.7272726,0.16428535,0.022663161,-0.031331763,-0.13638669,0.74178404
0.26446256,0.4785723,0.024440153,-0.032240137,-0.043016728,0.6760563
0.7066112,0.47857195,-0.026866827,0.005548898,0.0025534108,0.30985916
0.76859474,0.44285792,0.015691528,-0.027883137,-0.14991435,0.685446
0.42148742,0.47857162,-0.017002087,0.0011429936,0.037384797,0.09859155
0.5785122,0.5642858,-0.018225119,-0.009878779,0.21664993,0.21596244
0.31818148,0.5000002,-0.042588513,-0.009098487,0.029809605,0.40375587
0.8553717,0.5785706,0.012995953,-0.0234762,-0.11666541,0.5915493
0.41735524,0.4928571,0.008821979,-0.030502884,-0.076185375,1.0
0.590909,0.6428577,0.0017260797,-0.009889169,0.00432973,0.056338027
0.38429743,0.7214288,0.028627008,-0.02754139,0.17169842,0.600939
0.2727272,0.15000057,0.014591215,-0.019704906,-0.13755843,0.8309859
0.30991727,0.3285714,-0.025724646,-0.018534644,0.17758636,0.41784036
0.8553717,0.5785706,-0.0039833523,0.0065342505,-0.08649795,0.4741784
0.07437987,0.6357146,0.037431795,-0.027066635,-0.047201354,0.69014084
0.16942136,0.17142911,-0.016580071,0.01495403,-0.03927454,0.43192488
0.9338841,0.5214294,0.017322142,-0.028134229,-0.073778465,0.8450704
0.8884295,0.41428664,0.01991691,-0.03570229,-0.15049876,0.62441313
0.45454535,0.42857143,0.02556849,-0.016888225,0.16178837,0.657277
0.45454535,0.42857143,-0.009153664,0.0052702613,0.046005942,0.9859155
0.38016498,0.5357156,-0.040505257,-0.0050902236,0.16025202,0.22065727
0.97520673,0.8999996,-0.023162011,0.033055477,0.21016176,0.3802817
0.31404963,0.60000056,0.019532438,-0.012437226,0.061396327,0.69953054
0.3677686,0.3928574,0.009576924,-0.03252717,0.090853065,0.46948355
0.8305783,0.28571463,0.010314863,-0.017605288,-0.058189545,0.657277
0.19123036,0.4956354,0.020516118,-0.028785152,0.11760652,0.8309859
0.681818,0.1785722,-0.023079839,0.013500657,-0.086819366,0.4225352
0.07437987,0.38571465,0.007878449,-0.03678204,0.16982546,0.8920188
0.7272726,0.16428535,0.002416756,-0.028057927,-0.14001304,0.91549295
0.7479336,0.55714345,-0.021210063,0.015859418,-0.07336596,0.26760563
0.7066112,0.47857195,-0.019826587,0.008831084,-0.0075286403,0.3943662
0.8884295,0.41428664,-0.021373745,0.011083886,-0.092447415,0.26291078
0.27272707,0.82857054,0.038718484,-0.02798673,-0.076403424,0.7652582
0.7066112,0.47857195,-0.017920412,0.00030071102,0.03626427,0.16431925
0.45454535,0.42857143,-0.025429476,-0.007950788,0.21131083,0.31924883
0.17768589,0.33571517,-0.01888705,-0.0073492546,-0.062800854,0.15023474
0.8305783,0.28571463,0.010056,-0.020341428,-0.051246468,0.62441313
0.7479336,0.55714345,-0.021448512,0.011350869,-0.07571484,0.2112676
0.30165294,0.44285792,0.009594049,-0.032177128,-0.05935597,0.92488265
0.15702456,0.38571364,-0.05628072,-0.018376859,-0.00030741468,0.065727696
0.31404954,0.65000004,0.023950372,-0.032292366,-0.15714438,0.8779343
0.681818,0.1785722,0.02755062,-0.02780799,-0.14465357,0.75117373
0.06611534,0.7500008,-0.059866045,-0.05149757,0.303581,0.25821596
0.59504145,0.40000048,-0.020335842,-0.012734173,0.087481394,0.28638497
0.42148763,0.0,0.024984308,-0.039654233,-0.15522951,0.74178404
0.3677686,0.3928574,0.023461295,-0.038161986,0.047571804,0.6056338
0.44214866,0.39285773,-0.03447764,-0.004024256,-0.04118013,0.28169015
0.55785125,0.37857157,0.004079342,-0.018079592,-0.04132193,0.8873239
0.6487604,0.55000037,0.016598292,-0.023880484,-0.090772316,0.62910795
0.7438015,0.4785723,0.010608975,0.0051962305,-0.066634625,0.04694836
0.44214866,0.39285773,0.018892387,0.0007085465,0.0033591464,0.53521127
0.3057852,0.450001,0.030096529,-0.02149609,0.20415184,0.54460096
0.55785125,0.37857157,0.011804562,0.013116367,0.14704819,0.018779343
0.70247924,0.6500004,0.012465417,-0.022943394,-0.15557435,0.91549295
0.7438015,0.4785723,0.011843873,-0.023424862,-0.1708475,0.8685446
0.38429734,0.42857245,0.019203681,-0.016609179,0.2194624,0.57746476
0.4917356,0.4142849,0.025305768,-0.012284519,0.13530028,0.600939
0.3677686,0.3928574,0.019895637,-0.038909078,0.07279,0.54460096
0.29752058,0.41428596,-0.014200535,0.012865432,0.23312218,0.4084507
0.590909,0.6428577,-0.013819467,-0.021052597,0.04811454,0.26291078
0.38429734,0.42857245,-0.032455,-0.017999036,0.22270727,0.30985916
0.65289235,0.7285712,0.028260082,-0.0064237025,0.103858575,0.70422536
0.9338841,0.5214294,-0.017838106,0.02359316,0.18020006,0.04694836
0.58264464,0.58571404,-0.006230954,0.000973003,0.17436934,0.39906102
0.19008258,0.5214287,0.037294418,-0.011473423,0.21481547,0.68075114
0.9090907,0.34999993,-0.004392974,-0.0007822551,-0.067723766,0.9389671
0.40495867,0.5714286,-0.0386067,-0.00784936,0.1020509,0.20187794
0.57024807,0.1785729,-0.007692836,-0.0016464293,-0.07671563,0.09389672
0.46280986,0.34285754,0.009383019,-0.016469086,0.07868487,0.8450704
0.6570246,0.42142904,-0.01612679,0.0127069475,-0.07769926,0.3802817
0.46280986,0.34285754,-0.0015259571,-0.013187615,0.08025375,0.97652584
0.59504145,0.40000048,0.016532296,-0.015884435,-0.048122805,0.8169014
0.3057852,0.450001,-0.03955512,-0.01690085,0.16115338,0.18779343
0.4917356,0.4142849,0.012292767,-0.003944654,0.1657562,0.49295774
