u_true,u_pred,v_true,v_pred,date
0.029881602,0.008946337,-0.018523408,-0.0062531065,2023-06-21
0.011331655,0.0034822691,-0.023990203,-0.024066988,2023-06-11
-0.036993742,-0.034938857,-0.012817774,-0.0038797166,2023-05-03
-0.03627722,-0.016494608,-0.016081927,-0.0073523335,2023-05-04
-0.00968631,-0.014628848,-0.017780349,-0.015307397,2023-03-29
-0.0048829615,-0.005254863,0.01385275,0.013448646,2023-05-18
-0.0015126566,-0.0027641766,-0.008677872,-0.009537885,2023-06-03
0.05209377,0.021473415,-0.028767012,-0.021348663,2023-06-30
-0.0039806752,-0.02267115,-0.0063425424,-0.023909088,2023-03-11
-0.0237779,-0.032255918,-0.018045727,-0.0194205,2023-05-02
0.013879287,0.008187471,0.0016718835,-0.0016211979,2023-06-04
-0.018098803,-0.014837502,-0.0073509803,-0.0031831544,2023-05-18
0.010800899,0.004780054,-0.031181956,-0.024686523,2023-09-22
0.027519735,0.009272959,-0.02268985,-0.007615581,2023-06-22
0.03051851,0.021126252,-0.028130105,-0.028341126,2023-07-31
-0.01727613,-0.019608969,0.008598259,0.0125363795,2023-05-21
-0.017913038,-0.02622529,0.011862412,0.0091376435,2023-05-14
0.034472648,0.021843284,-0.033066142,-0.024273012,2023-07-06
0.0011411268,0.0005321782,0.0038745238,0.015744703,2023-03-03
-0.005785248,-0.040178083,0.0013799674,0.0061298907,2023-04-25
0.04203593,0.021007027,-0.028660862,-0.015974667,2023-07-11
0.023857513,0.021500733,-0.0146223465,-0.011254594,2023-06-26
0.012340093,0.020378243,-0.010960125,-0.012705665,2023-09-27
0.0042991294,0.0040028337,0.010137453,0.004094133,2023-06-06
-0.0056790966,-0.057493366,-0.012525857,-0.0677746,2023-03-15
0.0347911,0.018345583,-0.053606424,-0.03062161,2023-07-21
0.012154328,0.0020477176,-0.005599483,-0.014702119,2023-08-27
0.005281029,0.010847393,-0.030810425,-0.023659483,2023-09-27
-0.017010752,-0.015666345,-0.0094740065,-0.004062403,2023-05-16
-0.012366631,-0.012809841,-0.0009288242,-0.0004803203,2023-03-24
-0.03566685,-0.023079628,0.019160317,0.013188174,2023-04-28
0.033092678,0.010673383,-0.03869216,-0.018801965,2023-07-04
-0.030200055,-0.018702848,-0.0115439575,-0.015454181,2023-04-05
0.029218156,0.02887514,-0.02266331,-0.020523451,2023-08-03
-0.015020414,-0.020396499,-0.013773136,-0.012073651,2023-04-06
-0.030200055,-0.028938109,0.0042460533,0.005244133,2023-05-13
0.037630647,0.023861842,-0.0027333968,-0.0046540666,2023-07-03
-0.013321993,-0.025718855,-0.008412493,-0.00915196,2023-05-10
-0.0061567775,0.00035073608,-0.00514834,-0.0059350077,2023-03-25
-0.00894325,-0.00057403743,0.00053075666,-0.00038114563,2023-05-26
0.03333152,0.01815207,-0.021469109,-0.012570169,2023-07-10
0.018894939,0.0009808261,-0.047900792,-0.019621521,2023-09-25
-0.011782798,-0.030176064,-0.013003538,-0.017449893,2023-03-16
-0.030359283,-0.017489536,0.011305117,0.008573836,2023-06-07
-0.025051715,-0.017156841,-0.005334105,-0.0073056463,2023-04-15
0.049572673,0.016262416,-0.04044366,-0.012985051,2023-07-04
-0.01446312,-0.017657736,0.00018576485,-0.0053131394,2023-04-24
-0.0507138,-0.049443543,0.0036091455,-0.0028053764,2023-04-18
-0.017461894,-0.030875986,-0.0037418345,-0.0109451655,2023-04-24
-0.0068467613,-0.006482767,0.003370305,0.0056733023,2023-03-20
0.054508712,0.019136285,-0.042832065,-0.01479074,2023-07-05
0.03725912,0.044512212,-0.009553621,-0.022803701,2023-08-08
0.009102477,0.001655113,-0.07629627,-0.02681467,2023-09-22
0.0061833155,0.008583624,-0.017090365,-0.013878513,2023-07-20
0.0024945564,0.0009101797,-0.03935561,-0.034555737,2023-09-27
-0.033437673,-0.032791138,-0.025290556,-0.024097137,2023-04-03
0.00095536205,0.024484847,-0.010986663,-0.017458893,2023-07-11
0.029430458,0.014085691,0.0037418345,-0.0033992752,2023-06-16
-0.0035826077,0.009755906,-0.01862956,-0.019151296,2023-08-28
-0.010163991,-0.009016471,0.015179642,0.005441769,2023-05-24
0.00453797,-0.0037521347,-0.009978225,-0.010338724,2023-03-14
0.017833425,0.016672786,-0.020672973,-0.028607339,2023-06-27
0.023512522,0.012587088,-0.013773136,-0.0065749604,2023-07-24
0.021256804,0.019964486,-0.04169094,-0.02065565,2023-06-24
0.030332744,0.010618908,-0.034313418,-0.023861736,2023-08-09
-0.032296546,-0.02431081,-0.016851524,-0.0073100403,2023-04-07
0.0015657322,-0.0101290215,0.017621122,0.024521772,2023-04-27
-0.0040602884,0.011986987,-0.06653035,-0.03536119,2023-09-12
-0.012154328,-0.0066391695,-0.003847986,-0.0029209983,2023-06-06
0.018390719,0.016994782,-0.021734485,-0.016048145,2023-09-27
-0.017488433,-0.0076909605,0.021999864,0.013244866,2023-05-31
-0.007297904,-0.0025030635,-0.030306207,-0.013627227,2023-09-17
0.03357036,0.011032905,-0.049174607,-0.024025433,2023-08-24
-0.029828526,-0.024201313,-0.0100313015,-0.008059679,2023-04-03
-0.030438896,-0.029371543,0.0056525585,0.0069202036,2023-04-14
-0.03136772,-0.02760181,-0.008624796,-0.002109602,2023-03-24
-0.028475096,-0.019230882,0.010508982,0.009518983,2023-04-14
0.0038214482,0.0065719094,-0.005227953,-0.0100359265,2023-05-26
-0.03051851,-0.025669387,0.0013799674,-0.0060312264,2023-05-08
-0.0335969,-0.03478521,-0.014065052,-0.016534433,2023-03-29
0.00575871,0.010572499,-0.027440121,-0.016724743,2023-07-11
-0.020540284,-0.028743202,-0.030279668,-0.033517852,2023-03-27
0.016373843,0.011658427,-0.0016188079,-0.00541191,2023-06-11
0.022610234,0.020310052,-0.03014698,-0.02255518,2023-08-22
-0.05403103,-0.037459627,-0.016267693,-0.0114110075,2023-04-11
0.0003715297,0.0030531883,0.010960125,0.02690074,2023-05-08
-0.023459446,-0.012777882,-0.03481764,-0.024190418,2023-04-08
0.0055198697,0.0023345873,0.033358056,0.013895759,2023-06-08
-0.020195292,-0.009433588,-0.0151531035,-0.010988466,2023-05-16
-0.008439031,-0.010622373,-0.032216933,-0.03351158,2023-04-02
0.041558247,0.019080818,-0.042487074,-0.018611934,2023-07-15
-0.022610234,-0.02308117,-0.0053606424,-0.011464264,2023-05-11
0.028820088,0.02024008,-0.022955226,-0.016820285,2023-07-30
-0.017913038,-0.02447289,0.005732172,0.015295211,2023-04-09
-0.021548722,-0.024024347,-0.019425694,-0.028162427,2023-05-06
-0.04569815,-0.030726442,-0.024467884,-0.015771918,2023-04-13
0.004617583,0.0026406292,0.007881736,0.012326547,2023-06-20
-0.06897183,-0.01992037,-0.003343767,-0.006777024,2023-04-19
0.037657186,0.018713752,-0.04660044,-0.02273557,2023-07-17
0.06971489,0.034283664,-0.048511162,-0.015215453,2023-07-12
0.011942025,0.009844748,0.0037418345,-0.0030910093,2023-09-05
-0.030890038,-0.017208798,-0.006395618,-0.0032295547,2023-05-09
-0.026431683,-0.043037385,-0.014197742,-0.029442832,2023-05-12
-0.0237779,-0.01917149,0.006209853,0.008714845,2023-05-03
0.0023884051,0.009302745,0.0178865,0.02071396,2023-05-31
0.016984213,0.014631518,-0.057427872,-0.029777642,2023-09-19
0.0467862,0.016891565,-0.034048043,-0.013369687,2023-07-08
0.029961215,0.018191464,-0.014728498,-0.009074053,2023-08-12
0.019531846,0.015855417,-0.031075804,-0.02190318,2023-07-23
-0.027838187,-0.03589286,-0.021017965,-0.019941363,2023-04-27
-0.017806888,-0.015274426,0.020885276,0.017575052,2023-06-01
0.014011976,0.0050025564,-0.027466659,-0.023094378,2023-09-10
0.040098667,0.022961661,-0.01151742,-0.009441188,2023-08-05
0.009633234,0.008676307,-0.008253266,-0.015835188,2023-08-22
-0.043336283,-0.03722635,0.0058648614,0.004316928,2023-04-11
0.03234962,0.025704307,-0.022636773,-0.017519642,2023-08-15
-0.0178865,-0.0213702,-0.014356968,-0.013312638,2023-04-10
-0.008518645,-0.009938663,0.0005838323,0.0031957552,2023-05-31
0.04041712,0.020465525,-0.03295999,-0.024028614,2023-07-25
0.02340637,0.022211352,-0.012658547,-0.014786396,2023-08-18
0.03176579,0.02638376,-0.07510207,-0.03715213,2023-08-17
0.032455772,0.019380739,-0.021044502,-0.010840135,2023-07-17
0.038559474,0.021565696,-0.024706723,-0.019236088,2023-07-24
-0.04017828,-0.025270449,0.0055729453,0.0036127996,2023-05-03
0.01618808,0.0059230793,-0.0017249592,-0.0034281518,2023-06-17
0.028899701,0.012729572,-0.036834516,-0.025018554,2023-07-14
-0.05257145,-0.030153746,0.009049402,0.0014591236,2023-04-22
-0.009898612,-0.011152027,0.009978225,0.014587514,2023-05-05
0.026697062,0.02385002,-0.05060765,-0.035155326,2023-09-12
0.029722374,0.0154768685,-0.022318318,-0.013450049,2023-07-05
-0.011119353,-0.027799783,0.00034499186,0.0060095973,2023-03-04
0.018311106,0.012060776,-0.060824715,-0.026677933,2023-08-31
0.033703048,0.016235102,-0.06427463,-0.020711042,2023-09-01
-0.0046342923,0.0007737763,-0.0326322,-0.023846347,2023-09-27
0.0034764563,-0.04901631,0.0013799674,-0.028892715,2023-03-08
-0.0218141,-0.014516516,0.0018841863,-0.0014456082,2023-05-10
0.027652424,0.013696358,0.0048829615,-0.0014147777,2023-08-14
-0.023114454,-0.019034086,0.026829751,0.01567448,2023-05-17
0.054110643,0.040502176,-0.0057056346,-0.0065628327,2023-06-27
0.0058383234,-0.001852842,-0.020858739,-0.017862286,2023-03-25
0.042460535,0.022725537,-0.025688624,-0.020870484,2023-07-02
-0.017568046,-0.019388909,-0.0062894667,-0.0071614813,2023-04-20
-0.017913038,-0.026068153,-0.026325531,-0.02224446,2023-04-20
0.0057056346,0.0006421637,-0.033251908,-0.01266896,2023-09-16
-0.016506532,-0.019088702,-0.009102477,-0.0025472157,2023-04-01
0.045406234,0.038005847,-0.0015922701,-0.0026729647,2023-06-20
-0.005413718,-0.003141338,-0.011225504,-0.0054313783,2023-03-20
0.0428586,0.021934137,-0.038426783,-0.019112248,2023-06-28
-0.010986663,-0.018862842,0.0064486936,0.014684999,2023-03-02
-0.025927464,-0.02420743,-0.009872074,-0.009370839,2023-04-29
-0.0019637998,-0.01064886,-0.013268917,-0.019576624,2023-03-31
-0.020142216,-0.022840297,-0.018364182,-0.008443294,2023-04-08
-0.0120481765,-0.015060579,-0.011305117,-0.026124835,2023-05-24
0.02452096,0.015157796,-0.05917937,-0.020783767,2023-09-20
-0.0071386774,0.012904658,-0.03176579,-0.02307152,2023-09-05
0.034286883,0.01708712,-0.02130988,-0.01943219,2023-06-13
-0.017169978,-0.018580193,-0.00453797,-0.0015839301,2023-05-08
0.0042195157,0.000630131,0.011198966,0.018589012,2023-03-08
-0.0023618673,0.0026815329,0.0058383234,0.01136862,2023-03-01
0.033092678,0.019487062,-0.06398272,-0.017206106,2023-08-31
-0.053447198,-0.03739337,-0.0068467613,-0.0052396487,2023-04-23
0.033782665,0.03148018,-0.03516263,-0.03658157,2023-07-26
-0.031898476,-0.02399149,-0.0024414808,-0.0060353614,2023-04-17
0.031022727,0.0127468845,-0.10256873,-0.042970084,2023-09-14
0.019319544,0.01010648,-0.030412357,-0.021576341,2023-05-25
-0.040655963,-0.01711349,-0.0069794506,-0.008710265,2023-05-05
-0.031874888,-0.022494318,-0.017418157,-0.018259536,2023-05-03
-0.010827436,-0.018780837,-0.013003538,-0.008364497,2023-03-22
0.05036881,0.024422353,-0.028077029,-0.017797682,2023-08-27
0.021495646,0.00787456,0.013958901,0.003300555,2023-06-10
-0.034711488,-0.013230866,-0.027413582,-0.013413303,2023-04-07
-0.0063690804,-0.0031020027,0.030545047,0.015553245,2023-05-30
0.042487074,0.020820912,-0.061488163,-0.024451315,2023-07-18
-0.042354383,-0.026114637,-0.0061833155,-0.0007478595,2023-04-29
0.0125789335,0.018182445,-0.0019372619,-0.0050953105,2023-03-06
-0.001433043,0.009146877,-0.02253062,-0.019527785,2023-09-29
-0.003688759,-0.005310761,-0.009951687,-0.007977903,2023-05-26
-0.035454545,-0.019155467,0.018072264,0.010588348,2023-05-25
-0.0012207404,-0.002209667,0.013587371,0.004695545,2023-06-01
-0.059126295,-0.023574436,-0.02330022,-0.0076820627,2023-04-16
-0.027652424,-0.025303667,-5.307567e-05,0.0006826874,2023-05-06
0.0050421883,0.0054499935,-0.006422156,-0.033938736,2023-03-18
-0.03176579,-0.032717273,0.0027599349,0.0042477194,2023-05-04
-0.0036622211,-0.04073426,0.0019637998,0.0061785188,2023-04-27
-0.045671612,-0.035294123,-0.007377518,0.002652824,2023-05-04
0.0011942026,-0.005693825,-0.0100047635,-0.008090591,2023-05-28
-0.017806888,-0.024273155,0.007908274,0.004734941,2023-05-21
-0.017435357,-0.013634378,-0.0027864727,-0.008191856,2023-03-19
-0.013693523,-0.007356072,-0.0042195157,-0.021423277,2023-03-19
0.012950463,0.011652557,-0.08614181,-0.02668069,2023-09-07
-0.005413718,-0.0004021041,-0.019054165,-0.025220703,2023-09-29
0.041584786,0.014619515,-0.08959173,-0.028733734,2023-09-11
0.012923925,0.011746492,0.017753812,0.009130826,2023-06-13
-0.00992515,-0.010928793,0.024149429,0.0169144,2023-05-19
-0.017169978,-0.024251593,0.0052014156,0.002881823,2023-04-25
0.0218141,0.015536988,-0.030306207,-0.016370561,2023-07-12
-0.024202505,-0.029238408,-0.0036091455,-0.007231472,2023-04-05
-0.010349755,-0.028968172,0.0013268917,-0.017205112,2023-03-02
-0.016718837,-0.01886166,-0.013905825,-0.0106823575,2023-04-02
0.044185493,0.015589376,-0.03441957,-0.01785956,2023-07-02
0.040868264,0.014822807,-0.05376565,-0.017771557,2023-07-16
-0.015498095,-0.020182202,0.0062894667,0.0006535221,2023-04-29
0.03834717,0.03089011,0.007483669,0.002250895,2023-06-03
0.03232308,0.01569391,-0.024149429,-0.009490887,2023-07-13
0.040709037,0.02495231,-0.016639221,-0.013473649,2023-08-08
0.023539059,0.012476477,-0.016081927,-0.0071722604,2023-07-23
0.011862412,0.01597738,-0.027838187,-0.021861736,2023-07-29
-0.05281029,-0.03729838,-0.016692298,-0.011790168,2023-04-10
0.02059336,0.013241481,-0.032641537,-0.022288833,2023-09-13
0.03980675,0.01799266,-0.01825803,-0.0097783245,2023-07-04
-0.045432772,-0.027663162,0.010721285,-0.0006798189,2023-04-12
0.029855063,0.03519804,-0.01679845,-0.024263937,2023-07-22
0.026909364,0.016162746,-0.008359418,-0.007588921,2023-07-22
0.026272455,0.013036801,-0.008359418,-0.0019723084,2023-06-24
0.027678961,0.018940713,-0.018390719,-0.011209905,2023-07-10
-0.0019107241,-0.0147771705,-0.009633234,-0.039534185,2023-03-04
0.036224145,0.02789148,-0.030704275,-0.019788772,2023-08-10
-0.033278443,-0.015250443,-0.014648885,-0.0085321665,2023-05-12
-0.02598054,-0.020113068,-0.015816549,-0.008547651,2023-03-29
-0.0008757485,0.009194266,-0.0019903376,-0.0140577145,2023-09-29
-0.010880512,-0.013086362,0.016533071,0.013593627,2023-05-21
0.020911813,0.013699993,-0.011013201,-0.019339912,2023-08-06
-0.02842202,-0.035520405,-0.021495646,-0.020752113,2023-04-28
0.051801853,0.016310418,-0.05859554,-0.019511346,2023-09-13
0.037418347,0.009591354,-0.051854927,-0.019935288,2023-07-12
0.026829751,0.012586994,-0.012233942,-0.005278131,2023-06-30
0.014940801,0.010125097,-0.060692027,-0.028443292,2023-07-10
0.0063425424,0.014787633,-0.05769325,-0.026597142,2023-09-04
0.0059975507,0.010995446,-0.02449442,-0.014762506,2023-06-24
0.04389358,0.01807669,-0.036701825,-0.0155295655,2023-07-24
0.033172294,0.017403439,-0.058860917,-0.026869982,2023-07-12
0.04620237,0.023737427,-0.04989113,-0.02373632,2023-07-17
0.018178416,0.014513211,-0.014834649,-0.016921483,2023-07-23
0.027625885,0.031895787,-0.021681411,-0.029638711,2023-08-15
0.025210943,0.013174758,-0.009898612,-0.0026255175,2023-06-25
-0.035560697,-0.084359996,-0.040868264,-0.08964115,2023-04-09
-0.034627207,-0.02686519,-0.010376293,-0.013124514,2023-04-16
0.020168753,0.012277244,-0.020248368,-0.01984112,2023-08-25
-0.0120747145,-0.021238847,-0.00015922701,-0.0054606367,2023-04-12
0.042221695,0.013700188,-0.032668073,-0.018758118,2023-07-05
0.023326756,0.01668688,-0.025794774,-0.009897364,2023-07-02
0.02892624,0.015647497,-0.058277085,-0.020583391,2023-09-19
0.040523272,0.02995789,-0.038028717,-0.02662959,2023-08-16
0.013799674,0.010547206,-0.021707948,-0.039397396,2023-09-26
0.011252042,0.009779954,-0.0023087915,-0.006835023,2023-06-03
-0.00042460536,-0.009372255,-0.003954137,-0.011250928,2023-03-09
0.004139902,0.0025533736,0.0062629287,0.009647883,2023-03-10
-0.012923925,-0.018005846,0.0008492107,0.002006432,2023-05-19
0.033729587,0.015191438,-0.043575123,-0.024468325,2023-07-22
0.012817774,0.0050451383,-0.039435223,-0.017703272,2023-09-04
-0.013773136,-0.01570457,-0.014410044,-0.013997715,2023-04-04
0.020487208,0.015159996,-0.015975777,-0.024188943,2023-08-07
0.0475558,0.02101608,-0.010323217,-0.011897661,2023-08-18
0.012233942,0.01842389,-0.015179642,-0.01534757,2023-07-12
-0.046626974,-0.023178989,-0.013587371,-0.0046174265,2023-04-16
0.064035796,0.027565563,0.0050952644,-0.002654057,2023-06-12
0.025157867,0.008276714,-0.05355335,-0.021470606,2023-08-31
0.049944203,0.022744974,-0.022610234,-0.013628084,2023-08-02
0.04583084,0.012400418,-0.057799403,-0.018956844,2023-07-06
0.017143441,0.017208103,-0.030890038,-0.013387669,2023-07-10
-0.01862956,-0.038533084,-0.0033172292,-0.0028603673,2023-04-01
-0.012658547,-0.010890728,0.012154328,0.0273278,2023-04-08
-0.04373435,-0.11730023,-0.0022026403,-0.02136289,2023-04-13
-0.02330022,-0.01775478,-0.017568046,-0.008051908,2023-04-28
-0.014489657,-0.021507135,-0.015896162,-0.019076586,2023-04-02
-0.02903239,-0.094953716,-0.008916712,-0.025809675,2023-05-10
0.004617583,0.00051707774,-0.01703729,-0.010082152,2023-09-27
0.013348531,0.011013387,-0.010482444,-0.019576859,2023-06-06
-0.012791236,-0.01325945,0.014277355,0.014847927,2023-05-26
0.03455226,0.01879206,-0.030120442,-0.021927323,2023-07-31
-0.023220604,-0.021630755,-0.007032526,-0.015050318,2023-05-10
0.011358193,0.005241491,-0.0030783887,-0.005252881,2023-03-09
0.030571586,0.012142946,-0.01751497,-0.008065615,2023-06-24
0.029271232,0.014970696,-0.03749796,-0.014223907,2023-08-22
-0.023432909,-0.028178366,-0.007085602,-0.0133905895,2023-04-16
0.02526402,0.015670089,-0.016214617,-0.0055490173,2023-06-19
-0.023751361,-0.0247833,-0.01961146,-0.014940336,2023-04-04
-0.019797225,-0.04823225,-0.007032526,-0.0065713096,2023-03-22
-0.0072713667,-0.0027287658,-0.020885276,-0.02295702,2023-09-25
-0.0060506263,-0.026727201,-0.0023618673,0.0027901698,2023-05-13
0.037922565,0.017480925,-0.040364046,-0.01843021,2023-07-14
0.009155553,0.010650931,-0.004484894,-0.0119856335,2023-05-28
0.01735599,0.020931311,-0.0320953,-0.017080057,2023-06-27
-0.020036064,-0.019479563,-0.0064752316,-0.0036571044,2023-04-05
-0.022822538,-0.019111658,-0.0036622211,-0.0037736725,2023-04-04
0.011305117,0.0071766376,-0.03112888,-0.013737898,2023-09-27
0.03232308,0.019261936,-0.019558383,-0.011118926,2023-07-16
0.001433043,-0.019245489,-0.002229178,-0.0039395,2023-05-26
-0.010694747,-0.011505572,-0.009447469,-0.015868723,2023-04-02
-0.013401606,-0.006781785,0.00013268917,-0.0021205675,2023-05-21
0.036675286,0.014395416,-0.050660726,-0.019032791,2023-07-08
0.015232717,0.01180455,-0.017966114,-0.018288322,2023-05-15
-0.030040829,-0.026809724,-0.019797225,-0.0052030794,2023-05-02
-0.0016984214,0.009978168,0.001114589,-0.0028401911,2023-03-03
-0.01873571,-0.025163373,0.0025476322,-0.0010189377,2023-05-22
0.015418482,0.0039175674,-0.038665626,-0.024396554,2023-09-23
-0.022132553,-0.010750303,0.021495646,0.013738502,2023-05-16
-0.028262794,-0.028922012,-0.00257417,-0.0014119968,2023-05-02
-0.016400382,-0.010580363,-0.014914263,-0.0054714493,2023-06-01
-0.024839412,-0.018850567,-0.018231492,-0.009109937,2023-04-21
0.043362822,0.008935921,-0.043920115,-0.01268347,2023-06-22
-0.0026537834,-0.014070084,-0.0055464073,-0.012354244,2023-04-29
-0.01127858,-0.008908717,0.005413718,0.009339405,2023-03-09
-0.0095005445,-0.007482996,0.021999864,0.01538351,2023-05-24
0.062390447,0.036230672,-0.031951554,-0.022785712,2023-08-24
-0.026060153,-0.026156152,-0.006422156,-0.010460125,2023-04-22
-0.035985302,-0.026575593,0.00063690805,0.00617186,2023-05-04
0.033119217,0.019641742,-0.029191617,-0.01140387,2023-06-25
0.018523408,0.004452184,-0.057932094,-0.020958588,2023-07-02
0.0068202233,0.0009157285,-0.019107241,-0.009856975,2023-09-26
-0.030651199,-0.03157901,0.00047768102,5.1381066e-05,2023-05-12
-0.0050687264,-0.0010788552,-0.04654736,-0.017967444,2023-09-25
0.04691889,0.02248878,-0.016745374,-0.015176043,2023-08-16
-0.037285656,-0.03238699,-0.012711623,-0.0046603866,2023-04-16
0.02046067,0.010503201,0.009288242,0.0029303543,2023-08-11
0.006395618,0.0012408718,-0.010853974,-0.01073575,2023-06-07
0.046388134,0.01977696,-0.026033616,-0.0055594463,2023-07-19
-0.008969788,-0.011204807,0.0052014156,0.0119960895,2023-05-21
-0.022371395,-0.022864794,-0.02316753,-0.0166163,2023-03-24
0.026272455,0.0192849,0.0070590638,-0.0106217265,2023-08-21
0.008677872,0.0077311955,-0.07106832,-0.037719168,2023-09-20
0.026617447,0.0075776987,-0.024653649,-0.011256106,2023-06-11
-0.0018045728,0.00018711016,0.0030253131,0.0069239,2023-03-16
0.0338092,0.02648407,-0.029085467,-0.021200702,2023-07-19
0.019293005,0.006929772,-0.051801853,-0.015407406,2023-07-07
-0.015338868,-0.0037458576,-0.015975777,-0.015850488,2023-05-13
0.032508846,0.010596916,-0.042699374,-0.018101752,2023-09-01
0.033782665,0.03028031,-0.036595672,-0.029010735,2023-08-26
0.01961146,0.015535859,-0.014914263,-0.013285454,2023-06-20
0.023618672,0.021858374,-0.0037683726,-0.005438395,2023-08-01
0.032508846,0.0198806,-0.03211078,-0.01562893,2023-07-26
0.0169046,0.003269678,-0.043787427,-0.017905027,2023-09-01
-0.0003715297,-0.050726637,0.0021495647,-0.0048853327,2023-03-07
0.0016718835,-0.0012690593,0.013375068,0.018852683,2023-03-06
0.04230131,0.011856518,-0.049970742,-0.01818198,2023-07-04
0.026670523,0.012144279,-0.07276674,-0.032405593,2023-09-05
0.0169046,0.014541353,-0.030890038,-0.028223477,2023-07-23
0.012207404,0.011667517,-0.03540147,-0.019371495,2023-07-05
0.009712847,0.011229767,-0.002866086,-0.0011477545,2023-03-10
-0.0017249592,-0.04119859,-0.020911813,-0.03323162,2023-05-15
0.0074305935,0.0135077145,-0.03441957,-0.021697816,2023-09-17
0.017329207,0.014332704,-0.030943114,-0.018714875,2023-08-30
0.03725912,0.02553989,-0.02022183,-0.01496524,2023-08-12
0.01862956,0.018537847,-0.024945565,-0.013640612,2023-07-29
0.04898884,0.02718215,-0.024680186,-0.011654619,2023-06-29
0.06645074,0.04102408,-0.010243604,-0.00784385,2023-06-29
0.005121802,0.006522998,-0.008306342,-0.015472371,2023-03-04
-0.030890038,-0.005910946,-0.019213391,-0.012996968,2023-05-10
0.051244557,0.023067173,-0.018894939,-0.012486741,2023-08-09
0.032270007,0.017232683,-0.05060765,-0.026338987,2023-09-01
0.03919638,0.029014604,-0.008996326,-0.010839881,2023-08-18
-0.034127656,-0.034227237,-0.009580159,-0.010241879,2023-04-21
0.017594583,0.006755706,0.009182091,-5.5788085e-05,2023-06-05
-0.0055729453,-2.832897e-05,0.002255716,-0.002156077,2023-06-16
-0.0019372619,-0.002843786,0.0048829615,0.002209479,2023-06-08
0.018231492,0.008019196,-0.03874524,-0.018237352,2023-08-29
-0.00674061,-0.0025341362,-0.058728226,-0.025845155,2023-09-19
0.03492379,0.030052658,-0.024202505,-0.022138327,2023-07-23
-0.03333152,-0.022798007,-0.0067936857,-0.006153431,2023-04-04
0.015869625,0.006680038,-0.04227477,-0.019104213,2023-09-02
0.023512522,0.021961037,-0.019425694,-0.025913112,2023-08-14
-0.009102477,-0.009418612,-0.013003538,-0.01302493,2023-03-17
-0.052863367,-0.025180427,0.00674061,0.00683129,2023-04-16
0.024361731,0.014130957,-0.021469109,-0.024877094,2023-07-05
0.041558247,0.029461822,-0.028660862,-0.029187884,2023-08-23
0.003370305,-0.0031015873,-0.015630784,-0.01207247,2023-09-10
-0.05320836,-0.037255317,-0.0047502723,-0.0044461414,2023-04-24
-0.013666985,-0.011596719,-0.008916712,-0.009206962,2023-05-13
-0.018921476,-0.02910492,0.0120747145,0.0094238,2023-04-13
0.015657322,0.0054270253,-0.018682634,-0.023382582,2023-09-09
0.036171068,0.015761783,-0.06798993,-0.031089533,2023-08-30
-0.009341317,0.005130945,-0.033437673,-0.016150974,2023-03-22
-0.004431818,-0.011538731,-0.008571721,-0.010281226,2023-05-22
-0.0041133645,-0.00847427,-0.014781574,-0.018946059,2023-05-16
0.00023884051,0.00440244,-0.0857172,-0.021457434,2023-09-04
-0.01324238,-0.012359494,0.013534295,0.026709843,2023-04-10
0.029456995,0.0110739935,-0.04715773,-0.016994875,2023-07-12
0.017753812,0.01564059,0.0049891127,0.0004958827,2023-08-23
-0.008173653,-0.0023932885,0.026643986,0.011096275,2023-06-04
-0.019425694,-0.0065581445,0.0047502723,-0.0024166815,2023-05-23
0.0030253131,-0.0017285775,-0.007085602,-0.0037423093,2023-06-11
-0.01127858,-0.021216428,0.012764698,0.015318731,2023-04-12
0.020354519,0.0096021425,-0.027042054,-0.02684106,2023-08-03
0.03688759,0.023953494,-0.014250817,-0.014526315,2023-08-04
0.036356833,0.018394448,-0.017992651,-0.0127186775,2023-08-16
-0.012791236,-0.015888928,-0.016214617,-0.009306384,2023-04-01
-0.021124115,-0.045398712,-0.013136228,-0.005074,2023-03-27
-0.01703729,-0.008673573,0.012154328,0.012009291,2023-05-31
0.03625068,0.03363417,-0.022875613,-0.022759058,2023-08-09
0.005732172,0.00019151904,-0.033888813,-0.026272692,2023-09-10
-0.027732037,-0.079614,-0.023618672,-0.07255168,2023-04-05
-0.033251908,-0.018982952,-0.0367549,-0.031702176,2023-04-16
-0.03712643,-0.026170725,7.961351e-05,0.0002511982,2023-04-28
0.04163786,0.020321192,-0.058728226,-0.023819719,2023-07-04
0.040655963,0.017833628,-0.06127586,-0.030099064,2023-07-16
-0.028050492,-0.031080259,-0.025529396,-0.02548607,2023-03-31
0.043601662,0.019412847,-0.020381058,-0.0075859856,2023-08-14
0.045167394,0.0074192006,-0.13337916,-0.026573338,2023-09-09
0.011066277,0.01009335,-0.05602137,-0.021543626,2023-09-05
-0.0026272456,0.01524048,-0.014701961,-0.02222228,2023-09-29
-0.01754151,-0.029174933,-0.013879287,-0.017491192,2023-03-23
0.02452096,0.015154826,-0.0015126566,-0.032614402,2023-09-20
0.018496871,0.018478483,-0.03529532,-0.028080892,2023-09-05
-0.012313555,-0.0047625657,0.016108466,0.011013404,2023-06-06
-0.0110397395,-0.006152915,0.025317093,0.015904268,2023-05-26
0.040284432,0.018478593,-0.016878063,-0.00783699,2023-08-16
-0.035958767,-0.037381984,-0.00079613505,0.00033440255,2023-04-23
-0.04179709,-0.027079104,-0.0018311106,-0.0016357005,2023-05-05
