epoch,total,data,dir,phys,cont,geo,act,z0_reg,ro_reg,b0_reg,b1_reg,ro_change_penalty,Ro,lr_other,lr_Ro
0,49.34346389770508,0.040082696825265884,1.054788589477539,10.711038589477539,10.456336975097656,0.9434655904769897,0.0020189397037029266,0.7558895945549011,0.3101315498352051,0.00742201367393136,0.00742201367393136,0.0,0.02449999935925007,0.0001,0.0005
1,24.778186798095703,0.016206156462430954,1.031811237335205,4.430774688720703,4.981688976287842,0.9418885707855225,0.001605641795322299,0.7480548024177551,0.3047819137573242,0.007434422615915537,0.007409620098769665,0.0,0.024999937042593956,0.0001,0.0004999375
2,19.17546844482422,0.010647745802998543,0.914244532585144,3.1920132637023926,3.753230571746826,0.9260420799255371,0.001485477201640606,0.7147361636161804,0.2995181977748871,0.007446074392646551,0.007397537585347891,0.0,0.02549981139600277,0.0001,0.000499875
3,16.041194915771484,0.009455154649913311,0.7896798253059387,2.5746943950653076,3.1575698852539062,0.90949547290802,0.0014725704677402973,0.6654217839241028,0.2943403422832489,0.0074577308259904385,0.0073853228241205215,0.0,0.02599962428212166,0.0001,0.0004998125
4,13.794769287109375,0.009363303892314434,0.6909416913986206,2.183121681213379,2.6424331665039062,0.8989250659942627,0.0014847128186374903,0.6101478934288025,0.28924813866615295,0.007469063624739647,0.0073730903677642345,0.0,0.026499373838305473,0.0001,0.0004997500000000001
5,12.082897186279297,0.009192944504320621,0.6222270727157593,1.9040768146514893,2.171748161315918,0.8921553492546082,0.0015442261938005686,0.5565869212150574,0.2842414081096649,0.007475903257727623,0.007360938470810652,0.0,0.026999061927199364,0.0001,0.0004996875
6,10.7369966506958,0.008607524447143078,0.5609556436538696,1.707563042640686,1.7780284881591797,0.8898336887359619,0.0016005811048671603,0.5083467364311218,0.2793200612068176,0.007477109786123037,0.007348970510065556,0.0,0.02749868668615818,0.0001,0.000499625
7,9.762789726257324,0.007722100708633661,0.5129489898681641,1.56619393825531,1.5178613662719727,0.8926858901977539,0.0016871861880645156,0.4667212963104248,0.274483859539032,0.007475138176232576,0.007337374147027731,0.0,0.027998249977827072,0.0001,0.0004995625
8,8.92361831665039,0.006746775005012751,0.48031720519065857,1.408988118171692,1.357130527496338,0.8978245854377747,0.00179174798540771,0.43115174770355225,0.2697325646877289,0.007469882722944021,0.007326000835746527,0.0,0.02849774993956089,0.0001,0.0004995
9,8.036354064941406,0.005830069538205862,0.45418551564216614,1.2115592956542969,1.2311302423477173,0.9021306037902832,0.001922577153891325,0.4005855619907379,0.2650659680366516,0.007463348563760519,0.007314753253012896,0.0,0.028997186571359634,0.0001,0.0004994375
10,7.210265636444092,0.005091331899166107,0.4331386387348175,1.0250827074050903,1.102946162223816,0.9067169427871704,0.0020458062645047903,0.3741055727005005,0.2604838013648987,0.007455445826053619,0.007303698919713497,0.0,0.029496561735868454,0.0001,0.000499375
11,6.575497627258301,0.0045604221522808075,0.42324790358543396,0.8843761086463928,0.9699164032936096,0.907935619354248,0.0020394627936184406,0.3509003221988678,0.2559857666492462,0.007447951473295689,0.007292856462299824,0.0,0.0299958735704422,0.0001,0.0004993125
12,6.059772968292236,0.004205426666885614,0.40726688504219055,0.788453996181488,0.849316418170929,0.905157744884491,0.001938856323249638,0.3307095170021057,0.2515717148780823,0.007443447597324848,0.007282034028321505,0.0,0.03049512393772602,0.0001,0.00049925
13,5.590328216552734,0.003999487496912479,0.3740394413471222,0.7266406416893005,0.7559952735900879,0.9003223180770874,0.0018477117409929633,0.31296002864837646,0.24724119901657104,0.007440233137458563,0.0072714523412287235,0.0,0.030994310975074768,0.0001,0.0004991875000000001
14,5.3166069984436035,0.003985609859228134,0.3593788743019104,0.6873988509178162,0.6950191259384155,0.894344687461853,0.001775595941580832,0.2971292734146118,0.2429940104484558,0.007438289932906628,0.007261121645569801,0.0,0.03149343654513359,0.0001,0.000499125
15,5.103240013122559,0.003945061005651951,0.3553389608860016,0.6450392603874207,0.649469256401062,0.887625515460968,0.0017392527079209685,0.282492458820343,0.23882976174354553,0.007437438704073429,0.007251672446727753,0.0,0.03199249878525734,0.0001,0.0004990625
16,4.848327159881592,0.0038653193041682243,0.34580034017562866,0.5951268672943115,0.6125762462615967,0.8759309649467468,0.0016843164339661598,0.2690078914165497,0.23474818468093872,0.007435978390276432,0.007242905907332897,0.0,0.032491497695446014,0.0001,0.000499
17,4.626833915710449,0.00374599639326334,0.33881837129592896,0.550769031047821,0.5790895819664001,0.8613691329956055,0.0016614367486909032,0.25661492347717285,0.23074887692928314,0.0074371215887367725,0.007234056014567614,0.0,0.032990433275699615,0.0001,0.0004989375
18,4.370319843292236,0.0035203599836677313,0.3210085332393646,0.5163593888282776,0.5347297191619873,0.8435425758361816,0.001625621342100203,0.2455320507287979,0.22683154046535492,0.007441787049174309,0.007225026376545429,0.0,0.03348930925130844,0.0001,0.000498875
19,4.128012180328369,0.0032284720800817013,0.30603665113449097,0.4816489815711975,0.49095746874809265,0.823689341545105,0.001626783050596714,0.23524972796440125,0.22299574315547943,0.007447732146829367,0.00721706310287118,0.0,0.03398812189698219,0.0001,0.0004988125
20,3.885056972503662,0.0028457834850996733,0.2938745319843292,0.44036492705345154,0.45092129707336426,0.806088924407959,0.0016727664042264223,0.22595255076885223,0.2192411571741104,0.007453263271600008,0.007210829760879278,0.0,0.03448687121272087,0.0001,0.0004987500000000001
21,3.689038038253784,0.0024596811272203922,0.2896493077278137,0.40005290508270264,0.4135796129703522,0.7925727367401123,0.001692313700914383,0.21754811704158783,0.21556739509105682,0.007457386702299118,0.007205825764685869,0.0,0.034985557198524475,0.0001,0.0004986875
22,3.55100679397583,0.002153793815523386,0.2935348153114319,0.36494994163513184,0.3768044114112854,0.7810409069061279,0.0016591771272942424,0.2097700983285904,0.21197406947612762,0.0074602351523935795,0.007201165426522493,0.0,0.035484183579683304,0.0001,0.000498625
23,3.389087200164795,0.0019509309204295278,0.28858059644699097,0.33529436588287354,0.342880517244339,0.7714840173721313,0.0015744487755000591,0.20237690210342407,0.20846068859100342,0.007462531793862581,0.007196513470262289,0.0,0.03598274663090706,0.0001,0.0004985625
24,3.240882396697998,0.0018297454807907343,0.2796286642551422,0.3150336444377899,0.31337520480155945,0.7638855576515198,0.001493556541390717,0.19518521428108215,0.20502693951129913,0.007465052884072065,0.007192173041403294,0.0,0.03648124635219574,0.0001,0.0004985
25,3.111546277999878,0.0017112904461100698,0.27042147517204285,0.300873339176178,0.2850455939769745,0.7580116391181946,0.0014257485745474696,0.18815778195858002,0.20167239010334015,0.007466308772563934,0.007189127616584301,0.0,0.03697968274354935,0.0001,0.0004984375
26,2.9630117416381836,0.0015612111892551184,0.25665029883384705,0.28683704137802124,0.25997310876846313,0.752034068107605,0.0013681548880413175,0.18117168545722961,0.19839662313461304,0.007466768845915794,0.007187480106949806,0.0,0.03747805580496788,0.0001,0.000498375
27,2.814925193786621,0.0014746419619768858,0.24511614441871643,0.26874202489852905,0.2359539121389389,0.7458882331848145,0.0013149908045306802,0.17418625950813293,0.19519919157028198,0.007467932533472776,0.007185628637671471,0.0,0.03797636926174164,0.0001,0.0004983125
28,2.6907594203948975,0.001437758095562458,0.23762068152427673,0.2521974444389343,0.21098339557647705,0.7385118007659912,0.0012674119789153337,0.1671203076839447,0.19207966327667236,0.007468278985470533,0.0071835764683783054,0.0,0.03847461938858032,0.0001,0.00049825
29,2.637848377227783,0.0014125873567536473,0.2403707206249237,0.2400483638048172,0.1930598020553589,0.728229820728302,0.001233807299286127,0.1602252721786499,0.18903762102127075,0.007467078976333141,0.007182062603533268,0.0,0.03897280618548393,0.0001,0.0004981875
30,2.5296647548675537,0.0013000277103856206,0.22764311730861664,0.23378853499889374,0.17963339388370514,0.7167079448699951,0.001201852923259139,0.15387801826000214,0.18607263267040253,0.007466246373951435,0.007182435132563114,0.0,0.03947092965245247,0.0001,0.000498125
31,2.3922948837280273,0.001215265947394073,0.219087153673172,0.2126970738172531,0.16010138392448425,0.7042804956436157,0.0011499039828777313,0.1481533944606781,0.18318423628807068,0.007466337643563747,0.007180947344750166,0.0,0.03996899351477623,0.0001,0.0004980625
32,2.289632797241211,0.00109496945515275,0.21455979347229004,0.19444149732589722,0.14660987257957458,0.6914442777633667,0.0011181971058249474,0.1425275206565857,0.18037199974060059,0.007465190254151821,0.007180092390626669,0.0,0.04046699404716492,0.0001,0.000498
33,2.2009196281433105,0.0009180780034512281,0.2081485539674759,0.18269403278827667,0.13660085201263428,0.6779689788818359,0.0010919147171080112,0.1375686228275299,0.17763547599315643,0.007466467563062906,0.007179645821452141,0.0,0.04096493124961853,0.0001,0.0004979375
34,2.2199132442474365,0.0008689953247085214,0.2191334068775177,0.17523886263370514,0.13307683169841766,0.6645746231079102,0.0010667346650734544,0.13324137032032013,0.1749742478132248,0.007464994210749865,0.007178544998168945,0.0,0.04146280512213707,0.0001,0.000497875
35,2.1527819633483887,0.0008852219325490296,0.2086687833070755,0.17670857906341553,0.12189977616071701,0.6538330316543579,0.001059034839272499,0.12989190220832825,0.17238789796829224,0.007467928808182478,0.007176986895501614,0.0,0.041960619390010834,0.0001,0.0004978125
36,2.108694076538086,0.0008919584797695279,0.2051529735326767,0.17045442759990692,0.12185624986886978,0.6441047191619873,0.001059579779393971,0.12661214172840118,0.16987591981887817,0.007466734852641821,0.007176557090133429,0.0,0.042458370327949524,0.0001,0.00049775
37,2.0441157817840576,0.0007974524633027613,0.1986854076385498,0.16402007639408112,0.11698997765779495,0.6344596147537231,0.0010601081885397434,0.12337882071733475,0.16743789613246918,0.007464780006557703,0.007177257910370827,0.0,0.04295605793595314,0.0001,0.0004976875
