epoch,total,data,dir,phys,cont,geo,act,z0_reg,ro_reg,b0_reg,b1_reg,ro_change_penalty,Ro,lr_other,lr_Ro
0,43.67820358276367,0.037472836673259735,1.0888677835464478,10.19931697845459,6.3111371994018555,1.0721179246902466,0.0023343004286289215,0.586342990398407,0.3101315498352051,0.00742201367393136,0.00742201367393136,0.0,0.02449999935925007,0.0001,0.0005
1,24.45384979248047,0.019977863878011703,0.9360443949699402,5.032700538635254,3.4640111923217773,1.0944359302520752,0.0021148831583559513,0.5625517964363098,0.3047691881656647,0.007434422615915537,0.007409620098769665,0.0,0.024999916553497314,0.0001,0.0004999166666666667
2,18.701396942138672,0.012757577933371067,0.9241363406181335,3.461456060409546,2.5671379566192627,1.0875707864761353,0.0018381541594862938,0.5243831872940063,0.2994934320449829,0.0074410163797438145,0.007397230714559555,0.0,0.025499749928712845,0.0001,0.0004998333333333334
3,15.011679649353027,0.009047256782650948,0.8108342885971069,2.593099355697632,2.116652488708496,1.0749553442001343,0.0016876570880413055,0.48376089334487915,0.29430413246154785,0.007443034555763006,0.007384843192994595,0.0,0.02599949948489666,0.0001,0.0004997500000000001
4,13.156658172607422,0.009043256752192974,0.6977304220199585,2.2452754974365234,1.9169260263442993,1.0568703413009644,0.001684816088527441,0.4462209641933441,0.28920111060142517,0.007443413138389587,0.007372445426881313,0.0,0.02649916522204876,0.0001,0.0004996666666666667
5,12.17202377319336,0.010757328011095524,0.6556515693664551,2.0397958755493164,1.7942442893981934,1.0330921411514282,0.0015575614525005221,0.4129559397697449,0.2841842472553253,0.007441250141710043,0.0073601482436060905,0.0,0.026998749002814293,0.0001,0.0004995833333333333
6,11.16463565826416,0.012261556461453438,0.6553586721420288,1.7769299745559692,1.608877182006836,1.0080329179763794,0.0014158138073980808,0.38413986563682556,0.2792532742023468,0.007440623361617327,0.0073481360450387,0.0,0.02749824896454811,0.0001,0.0004995
7,10.046564102172852,0.013100403361022472,0.6490059494972229,1.4993946552276611,1.3859226703643799,0.9888878464698792,0.0012782698031514883,0.358571320772171,0.27440789341926575,0.007441080641001463,0.007336379494518042,0.0,0.027997665107250214,0.0001,0.0004994166666666667
8,9.087485313415527,0.01344444788992405,0.6350905895233154,1.2790430784225464,1.1870852708816528,0.9737253785133362,0.0011791163124144077,0.3355419337749481,0.2696480453014374,0.007440649904310703,0.007324812933802605,0.0,0.02849699929356575,0.0001,0.0004993333333333334
9,8.333544731140137,0.013287294656038284,0.6166309118270874,1.121429443359375,1.0273237228393555,0.959587574005127,0.0011393523309379816,0.3150028884410858,0.26497334241867065,0.00743792112916708,0.0073135485872626305,0.0,0.02899624966084957,0.0001,0.00049925
10,7.643810272216797,0.012600135058164597,0.5905716419219971,0.9921067357063293,0.8851359486579895,0.9453195929527283,0.001065839664079249,0.2969818115234375,0.26038357615470886,0.007433969061821699,0.007302685175091028,0.0,0.029495416209101677,0.0001,0.0004991666666666666
11,7.003791332244873,0.011573282070457935,0.5563440918922424,0.8887165784835815,0.7554014921188354,0.9290041327476501,0.0009327299194410443,0.28158989548683167,0.2558784484863281,0.007428388576954603,0.007292292546480894,0.0,0.029994498938322067,0.0001,0.0004990833333333334
12,6.504494667053223,0.01051805168390274,0.5220452547073364,0.8206589818000793,0.6591686010360718,0.9120837450027466,0.0006921356543898582,0.2684931457042694,0.25145766139030457,0.007421270944178104,0.007282353471964598,0.0,0.03049349971115589,0.0001,0.000499
13,6.135229587554932,0.009530263021588326,0.4944305121898651,0.7716013193130493,0.6005899310112,0.8934310674667358,0.0004986446001566947,0.25704526901245117,0.24712088704109192,0.007413057144731283,0.007272779941558838,0.0,0.030992416664958,0.0001,0.0004989166666666667
14,5.796737194061279,0.008602912537753582,0.4718635380268097,0.7164416313171387,0.5629591941833496,0.8796901702880859,0.00041123750270344317,0.24659119546413422,0.2428678274154663,0.0074038016609847546,0.007263620849698782,0.0,0.031491249799728394,0.0001,0.0004988333333333333
15,5.465918064117432,0.007698378525674343,0.4527300298213959,0.6570441126823425,0.5271056890487671,0.8686199188232422,0.00032440334325656295,0.2368444949388504,0.23869815468788147,0.0073934984393417835,0.007255267817527056,0.0,0.03198999911546707,0.0001,0.0004987500000000001
16,5.142058372497559,0.006877874955534935,0.4289311170578003,0.6082783341407776,0.4881923794746399,0.8581845760345459,0.000268152158241719,0.227766215801239,0.23461143672466278,0.007382421754300594,0.007247501984238625,0.0,0.03248866647481918,0.0001,0.0004986666666666667
17,4.875966548919678,0.006229958962649107,0.4065600335597992,0.5763252377510071,0.4482610821723938,0.8454374670982361,0.00021332041069399565,0.2194070667028427,0.23060736060142517,0.00737073365598917,0.007240359205752611,0.0,0.03298724815249443,0.0001,0.0004985833333333333
18,4.645097255706787,0.005739259999245405,0.38603365421295166,0.550809919834137,0.41330865025520325,0.8333609104156494,0.0001375043939333409,0.21185576915740967,0.22668559849262238,0.007358858361840248,0.007234007120132446,0.0,0.03348574787378311,0.0001,0.0004985
19,4.412580966949463,0.005347134545445442,0.36865973472595215,0.5173906087875366,0.3833561837673187,0.8202213048934937,9.397657413501292e-05,0.20508337020874023,0.222845658659935,0.007347163278609514,0.0072282725013792515,0.0,0.033984165638685226,0.0001,0.0004984166666666666
20,4.177440166473389,0.004931947682052851,0.3567293584346771,0.4737161099910736,0.35437852144241333,0.8036823272705078,6.509880040539429e-05,0.198897585272789,0.21908722817897797,0.007336503826081753,0.007223517168313265,0.0,0.03448249772191048,0.0001,0.0004983333333333334
