x,y,u_pred,v_pred,Z0,t
0.3057852,0.450001,0.015455166,-0.005645274,0.04765008,0.5023474
0.38429734,0.42857245,-0.00037762895,-0.013784673,0.06668268,0.9953052
0.41322288,0.5142856,0.0036838073,-0.0025378922,0.051586844,0.52582157
0.38429743,0.7214288,-0.0028174818,-0.013345594,0.04838589,0.38497654
0.31404963,0.60000056,0.017675366,-0.009877149,0.045343913,0.5915493
0.70247924,0.6500004,0.00785565,-0.014693787,-0.021797206,0.4460094
0.46280977,0.5571431,0.0027498957,-0.0025908286,0.040454127,0.48356807
0.30991727,0.3285714,-0.028053872,-0.0093279,0.029186912,0.22065727
0.40082648,0.37857157,0.010917565,-0.0024933582,0.06860045,0.52112675
0.59504145,0.40000048,0.01411435,-0.015071811,-0.004003685,0.7370892
0.2727272,0.15000057,0.019242136,-0.0020243563,0.01198972,0.7089202
0.40495867,0.5714286,0.013048753,-0.007761525,0.034291457,0.57276994
0.6115701,0.57142824,0.023146242,-0.009087691,0.008297989,0.7276995
0.7066112,0.47857195,0.012207698,-0.013226181,-0.014846779,0.69953054
0.5785122,0.5642858,0.021399265,-0.008591408,0.0487027,0.7183099
0.8884298,0.42857143,-0.0048105083,0.010459221,-0.029675338,0.9483568
0.0,0.6642862,-0.045277037,-0.04983092,0.013832249,0.13615024
0.7066114,0.25714335,0.008692175,0.0029175454,-0.0015746877,0.46948355
0.7066112,0.47857195,-0.019030046,0.008272691,-0.021056902,0.38497654
0.2727272,0.15000057,0.0011372268,-0.015664142,0.0038284883,0.8403756
0.2727272,0.15000057,0.017466703,-0.004132336,0.0110836215,0.74647886
0.40495867,0.5714286,0.019202538,-0.0029593008,0.018702097,0.7089202
0.16942155,0.47857162,0.00897067,-0.015070906,0.06607096,0.07042254
0.14876023,0.5428573,-0.033200644,-0.020672975,0.05342945,0.02347418
0.46280968,0.53571385,0.016893635,0.00033433177,0.039814778,0.52112675
0.07437987,0.38571465,-0.008333873,-0.01612945,0.035235535,0.061032865
0.30165294,0.44285792,-0.019005891,-0.008466009,0.03603867,0.3051643
0.29752058,0.41428596,-0.013258692,-0.016674941,0.059767365,0.14553991
0.5785122,0.5642858,-0.017192297,0.0021499898,0.08544029,0.3004695
0.7272726,0.16428535,-0.0027830899,-0.011008084,0.045731395,0.11737089
0.50000006,0.3714285,-0.015562598,-0.0023876708,0.046731204,0.29107982
0.6570246,0.42142904,-0.022306144,0.0012601824,0.012834381,0.23943663
0.590909,0.6428577,-0.003948033,-0.016165223,0.0043390617,0.342723
0.8884298,0.42857143,0.014130566,-0.0033894042,-0.044308115,0.7934272
0.3057852,0.450001,-0.023079682,-0.0019280501,0.058042247,0.22065727
0.4586778,0.257143,0.012509903,-0.026723081,0.0032430105,0.57276994
0.46280986,0.34285754,-0.0154527165,-0.0059533147,0.061709277,0.15492958
0.97520673,0.8999996,0.025287334,-0.013233492,0.014205316,0.69483566
0.29752058,0.41428596,0.015508791,-0.0056639966,0.043307584,0.59624416
0.14876023,0.5428573,0.016970308,-0.0070735635,0.07528813,0.57746476
0.6239668,0.4357152,0.013303006,-0.009717191,0.013562676,0.5399061
0.30165294,0.44285792,0.009951299,-0.016759152,0.0061330665,0.8544601
0.39669403,1.0,0.022391865,-0.022190358,0.047432132,0.8262911
0.41735524,0.4928571,-0.014093354,-0.0052511953,0.02348899,0.04225352
0.19123036,0.4956354,0.0026849154,-0.0137954,0.01880811,0.97183096
0.5991733,0.4428576,0.016972648,-0.012261668,0.0801615,0.58685446
0.8264462,0.5928571,0.024772711,-0.00936312,-0.009630576,0.75586855
0.45454535,0.42857143,-0.013541561,-0.007878035,0.039668664,0.33333334
0.19123036,0.4956354,-0.02941864,-0.014135277,0.060935736,0.23474178
0.6652892,0.357143,0.0068007708,-0.025311494,-0.021419838,0.8826291
0.46280968,0.53571385,0.019469036,-0.0021372298,0.015200119,0.7276995
0.19008258,0.5214287,-0.04122947,-0.025222944,0.03480492,0.15962441
0.65289235,0.7285712,-0.010138672,0.003107742,0.025310002,0.3568075
0.8264462,0.5928571,-0.019417882,0.0066321804,-0.0030924156,0.31924883
0.6239668,0.4357152,0.013762953,-0.005512925,0.021115184,0.38967136
0.19123036,0.4956354,-0.017899182,-0.013012899,0.075605184,0.33333334
0.58264464,0.58571404,0.019890845,-0.011487922,0.021258991,0.8028169
0.7438015,0.4785723,0.014110051,-0.017642638,-0.020001747,0.6103286
0.32231376,0.6071433,0.022822428,-0.004072137,0.056713346,0.52112675
0.3677686,0.3928574,-0.013988804,-0.01942836,0.019791879,0.27230048
0.41735524,0.4928571,0.008777566,-0.0036460496,0.03310773,0.46478873
0.6652892,0.357143,-0.00725282,0.007186967,0.010575982,0.065727696
0.7438015,0.4785723,0.013374615,-0.011206429,-0.023893435,0.5539906
0.6239668,0.4357152,0.013652554,-0.006651098,0.019751068,0.37089202
0.19008258,0.5214287,0.01565519,-0.007058899,0.0062809307,0.7699531
0.59504145,0.40000048,0.0008139983,-0.011351386,0.00090683997,0.40375587
0.5289253,0.4928571,-0.008887041,-0.012565494,0.053919874,0.29107982
0.5950412,0.31428593,0.014493965,-0.019432433,-0.016871851,0.8028169
0.53305775,0.5571431,-0.01842548,0.0050488673,0.014294498,0.3802817
0.7272726,0.16428535,0.017266244,-0.028877204,-0.050534334,0.74178404
0.26446256,0.4785723,0.018373746,-0.0210573,0.048790798,0.6760563
0.7066112,0.47857195,-0.024425596,0.0024427506,-0.011758592,0.30985916
0.76859474,0.44285792,0.0070196614,-0.018632889,-0.02979685,0.685446
0.42148742,0.47857162,-0.015079066,0.0055128327,0.05628499,0.09859155
0.5785122,0.5642858,-0.01558372,-0.0065960186,0.082691014,0.21596244
0.31818148,0.5000002,-0.02308466,-0.0027679764,0.033225257,0.40375587
0.8553717,0.5785706,0.008842915,-0.011512173,-0.02543109,0.5915493
0.41735524,0.4928571,0.0055029355,-0.025070442,0.016141973,1.0
0.590909,0.6428577,0.0008918084,-0.009984231,-0.0007488206,0.056338027
0.38429743,0.7214288,0.020169366,-0.016303893,0.04771258,0.600939
0.2727272,0.15000057,0.0024933629,-0.0147317145,0.004455574,0.8309859
0.30991727,0.3285714,-0.012233347,-0.006931739,0.053126037,0.41784036
0.8553717,0.5785706,-0.0067553893,0.010219693,-0.037945453,0.4741784
0.07437987,0.6357146,0.029392764,-0.018308595,0.06467864,0.69014084
0.16942136,0.17142911,-0.01588763,0.007676175,0.011666562,0.43192488
0.9338841,0.5214294,0.02069199,-0.020194083,-0.019737497,0.8450704
0.8884295,0.41428664,0.013341451,-0.022205964,-0.04532549,0.62441313
0.45454535,0.42857143,0.015561691,-0.0037183706,0.04008135,0.657277
0.45454535,0.42857143,-0.009570815,0.0029864889,0.06624165,0.9859155
0.38016498,0.5357156,-0.020507753,-0.00015991088,0.049861155,0.22065727
0.97520673,0.8999996,-0.018142432,0.015605231,-0.031205054,0.3802817
0.31404963,0.60000056,0.020373408,-0.0066210786,0.030923445,0.69953054
0.3677686,0.3928574,0.00761679,-0.014689645,0.041410413,0.46948355
0.8305783,0.28571463,0.007768661,-0.020881824,-0.04422864,0.657277
0.19123036,0.4956354,0.0112040285,-0.014144205,0.008982876,0.8309859
0.681818,0.1785722,-0.019660283,0.0125157,-0.0043676496,0.4225352
0.07437987,0.38571465,0.009514296,-0.031285137,0.010120155,0.8920188
0.7272726,0.16428535,0.0028810017,-0.029604254,-0.039183695,0.91549295
0.7479336,0.55714345,-0.023431998,0.012432716,-0.01957801,0.26760563
0.7066112,0.47857195,-0.017952051,0.009027612,-0.021834534,0.3943662
0.8884295,0.41428664,-0.021881707,0.005739362,-0.0013114847,0.26291078
0.27272707,0.82857054,0.025348024,-0.02442429,0.010517394,0.7652582
0.7066112,0.47857195,-0.016814414,0.0022317292,-0.0077521503,0.16431925
0.45454535,0.42857143,-0.014388107,-0.009995166,0.039024837,0.31924883
0.17768589,0.33571517,-0.018627036,-0.011774588,0.04462818,0.15023474
0.8305783,0.28571463,0.0074034203,-0.02255177,-0.043927927,0.62441313
0.7479336,0.55714345,-0.023651846,0.00968711,-0.016164433,0.2112676
0.30165294,0.44285792,0.0063900147,-0.017329149,0.0044652577,0.92488265
0.15702456,0.38571364,-0.018195014,-0.009389259,0.052044116,0.065727696
0.31404954,0.65000004,0.010725295,-0.01911875,-0.020366658,0.8779343
0.681818,0.1785722,0.026252864,-0.02364487,-0.021281626,0.75117373
0.06611534,0.7500008,-0.04259774,-0.047585912,0.053508803,0.25821596
0.59504145,0.40000048,-0.017237399,-0.0037984047,0.00572964,0.28638497
0.42148763,0.0,0.015678022,-0.032747626,-0.051342968,0.74178404
0.3677686,0.3928574,0.015697608,-0.015065957,0.03340474,0.6056338
0.44214866,0.39285773,-0.029466212,0.0003867047,0.058500066,0.28169015
0.55785125,0.37857157,0.002059441,-0.018454375,0.019725595,0.8873239
0.6487604,0.55000037,0.01444103,-0.013350636,-0.011642087,0.62910795
0.7438015,0.4785723,0.0049902406,0.0020589777,-0.003054738,0.04694836
0.44214866,0.39285773,0.0147925485,-0.00075598434,0.037522953,0.53521127
0.3057852,0.450001,0.0147107225,-0.009910971,0.04479435,0.54460096
0.55785125,0.37857157,0.0054134,0.005583383,0.005363483,0.018779343
0.70247924,0.6500004,0.0055811666,-0.014724314,0.00704165,0.91549295
0.7438015,0.4785723,0.008492084,-0.016764132,-0.027910288,0.8685446
0.38429734,0.42857245,0.01113851,-0.00621669,0.055156402,0.57746476
0.4917356,0.4142849,0.013172112,-0.0028805947,0.035183396,0.600939
0.3677686,0.3928574,0.0154233575,-0.015391296,0.042503964,0.54460096
0.29752058,0.41428596,-0.0069878884,0.011418836,0.06776224,0.4084507
0.590909,0.6428577,-0.012163859,-0.013445776,-0.0004813783,0.26291078
0.38429734,0.42857245,-0.019626867,-0.015577156,0.061829176,0.30985916
0.65289235,0.7285712,0.02534929,-0.002556161,-0.007973231,0.70422536
0.9338841,0.5214294,-0.015869435,0.014163643,0.023731176,0.04694836
0.58264464,0.58571404,-0.0064159706,0.0029413975,0.025934055,0.39906102
0.19008258,0.5214287,0.019488025,-0.0035458514,0.011105644,0.68075114
0.9090907,0.34999993,-0.0050192103,-0.0032822192,-0.04463191,0.9389671
0.40495867,0.5714286,-0.01956309,-0.004954748,0.045483544,0.20187794
0.57024807,0.1785729,-0.003770277,-0.00040558074,0.021964666,0.09389672
0.46280986,0.34285754,0.0023532696,-0.019538797,0.058598593,0.8450704
0.6570246,0.42142904,-0.015178088,0.0055060405,-0.0009299442,0.3802817
0.46280986,0.34285754,-0.008978624,-0.022071822,0.078402594,0.97652584
0.59504145,0.40000048,0.013386022,-0.014792638,0.00426748,0.8169014
0.3057852,0.450001,-0.023789573,-0.0008071717,0.05836052,0.18779343
0.4917356,0.4142849,0.0054162405,-0.0015653782,0.037417904,0.49295774
0.681818,0.1785722,0.0049958546,-0.017305048,-0.051318336,0.943662
0.45454535,0.42857143,-0.0126597285,-0.012877533,0.034358483,0.16901408
0.42148763,0.0,-0.024113245,-0.01086428,-0.016440868,0.26291078
0.31404954,0.65000004,0.013471628,-0.0069307853,0.05396884,0.48826292
0.8884295,0.41428664,0.0209133,-0.015425786,-0.025902718,0.82159626
0.71074355,0.40000048,-0.015816037,0.005172438,0.015471814,0.17840375
0.4917356,0.4142849,0.006926555,-0.0094841495,0.045655396,0.8826291
0.31404954,0.65000004,0.016533809,-0.0073882435,0.055098664,0.4976526
0.6239668,0.4357152,0.013499638,-0.0111739095,0.011422871,0.5633803
0.57024777,0.121429615,0.0034102164,-0.008020164,-0.035578836,0.86384976
1.0,0.514286,0.026719961,-0.01319493,0.080014184,0.68075114
0.40495867,0.5714286,-0.020130586,-0.0004816437,0.04279025,0.3004695
0.41322288,0.5142856,0.0010713786,-0.008929227,0.041858047,1.0
0.47933862,0.55,-0.017889451,0.014812397,-0.0064050965,0.028169014
0.4917353,0.38571465,-0.0095844045,-0.01646722,0.0007752627,0.16901408
0.46280968,0.53571385,-0.015218105,-0.009678856,0.03500209,0.15023474
0.46280986,0.34285754,0.019086316,-0.005998376,0.05788102,0.68075114
0.5950412,0.31428593,-0.011550628,0.013097102,-0.009870529,0.45070422
0.17768589,0.33571517,-0.02070744,-0.0076947957,0.044048317,0.23943663
0.97520673,0.8999996,0.009984339,0.02078628,0.0025603846,0.0
0.38016516,0.8071427,0.029210664,-0.016947567,0.0037379134,0.8262911
0.3057852,0.450001,-0.02104779,-0.00906474,0.06069767,0.31924883
0.7438015,0.4785723,-0.0073179305,0.0011478513,-0.026618183,0.35211268
0.33057818,0.5428566,-0.024243727,-0.015398048,0.06496694,0.02347418
0.46280986,0.34285754,0.003766276,-0.019768942,0.06024655,0.8920188
0.50000006,0.3714285,-0.010393739,-0.0049476884,0.036159568,0.12676056
0.14876023,0.5428573,-0.03128896,-0.02258792,0.052200302,0.037558686
0.38016516,0.8071427,-0.07348829,-0.044326223,0.13532205,0.24413146
0.7438015,0.4785723,-0.0038526654,-0.00686248,-0.030966293,0.3943662
0.681818,0.1785722,0.023529513,-0.021283027,-0.0236778,0.6056338
0.45041338,0.4428576,0.021266941,-0.010893645,0.0063012093,0.7370892
0.40082648,0.37857157,0.004414441,-0.0031355023,0.07174736,0.46948355
0.19123036,0.4956354,0.01568238,-0.01271734,0.018602485,0.7887324
0.32231376,0.6071433,0.020305522,-0.017814942,0.0060498565,0.79812205
0.9090907,0.34999993,0.024322564,0.004230318,-0.053296883,0.69953054
0.64876026,0.3428572,0.0067176186,0.0031656954,0.06488147,0.48826292
0.6115701,0.57142824,0.0147538,-0.01744556,0.01652484,0.8262911
0.70247924,0.6500004,0.015930489,-0.012663038,-0.016717248,0.5586854
0.44214866,0.39285773,0.018443659,-0.009859553,0.035622388,0.63380283
0.4586777,0.4357152,0.014079442,-0.0005334802,0.023980407,0.45539907
0.30991727,0.3285714,-0.029021546,-0.018716117,0.011946918,0.056338027
0.32231376,0.6071433,0.021626273,-0.012952065,0.05213153,0.600939
0.3057852,0.450001,0.015593981,-0.0090675205,0.038526542,0.6619718
0.3057852,0.450001,0.009997057,-0.005034852,0.050696902,0.46948355
0.32231376,0.6071433,0.0011775792,-0.013221083,0.024432775,0.31455398
0.7066114,0.25714335,0.02912678,-0.0184939,-0.01484568,0.6150235
0.14876023,0.5428573,-0.028676018,-0.006538703,0.08425395,0.30985916
0.7438015,0.4785723,-0.0073769353,-0.0036890283,-0.0026788302,0.09859155
0.8884298,0.42857143,-0.017104473,0.0058028838,-0.03239927,0.30985916
0.5991733,0.4428576,0.020734437,-0.014715653,0.06952335,0.7652582
0.57024807,0.1785729,-0.0012065098,-0.028832914,-0.04226966,1.0
0.45454535,0.42857143,-0.001222983,-0.0032948172,0.05276061,0.91079813
0.6570246,0.42142904,0.017818494,-0.016416185,-0.007005926,0.62441313
0.50000006,0.3714285,0.014426222,-0.01084552,0.058972463,0.8028169
0.55785125,0.20000075,0.00838965,-0.0064755436,0.024518128,0.6619718
0.31818148,0.5000002,0.010044767,-0.025824936,0.05611965,0.9577465
0.70247924,0.6500004,0.015081786,-0.013911979,-0.015315846,0.5915493
0.41322288,0.5142856,-0.024351351,-0.010351468,0.051234983,0.31455398
